"","MISSIONID","REGION","REGION_NAME","ISLAND","ISLANDCODE","REEF_ZONE","DEPTH_BIN","OBS_YEAR","DATE_","NO_SURVEY_YN","SITEVISITID","SITE","DIVER","TRANSECT","SEGMENT","SEGWIDTH","SEGLENGTH","Fragment","COLONYID","SPCODE","MORPHOLOGY","COLONYLENGTH","OLDDEAD","RDEXTENT1","GENRD1","RD1","RDEXTENT2","GENRD2","RD2","GENRD3","RD3","RDEXTENT3","CONDITION_1","CONDITION_2","CONDITION_3","EXTENT_1","EXTENT_2","EXTENT_3","SEVERITY_1","SEVERITY_2","SEVERITY_3","GENUS_CODE","S_ORDER","TAXONNAME","LATITUDE","LONGITUDE","SEC_NAME","ANALYSIS_YEAR","bANALYSIS_SCHEME","MIN_DEPTH_M","MAX_DEPTH_M","TAXONCODE","TRANSECTAREA","SITE_DEPTH"
"362","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436722,"ISSP","Encrusting (mounding)",27,80,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"363","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436725,"ISSP","Encrusting (mounding)",19,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"364","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436726,"ISSP","Encrusting (mounding)",9,3,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"365","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436728,"ISSP","Plating",32,10,0,"","",0,"","","","",0,"BLE","","",40,NA,NA,2,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"366","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436729,"ISSP","Plating",34,20,10,"UNKN","UNKN",0,"","","","",0,"BLE","","",30,NA,NA,2,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"367","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436730,"ISSP","Plating",23,10,0,"","",0,"","","","",0,"BLE","","",20,NA,NA,2,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"368","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436731,"ISSP","Plating",32,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"369","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436735,"ISSP","Encrusting (mounding)",33,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"370","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436736,"ISSP","Encrusting (mounding)",24,5,0,"","",0,"","","","",0,"BLE","","",10,NA,NA,1,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"371","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436737,"ISSP","Encrusting (mounding)",25,20,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"372","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436738,"ISSP","Encrusting (mounding)",33,20,10,"UNKN","UNKN",0,"","","","",0,"BLE","","",30,NA,NA,3,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"373","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436740,"ISSP","Encrusting (mounding)",17,1,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"374","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436742,"ISSP","Encrusting (mounding)",17,3,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"375","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436744,"ISSP","Encrusting (mounding)",15,1,3,"PRED","FISH",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"376","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436749,"ISSP","Encrusting (mounding)",25,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"377","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436750,"ISSP","Encrusting (mounding)",13,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"378","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436753,"ISSP","Encrusting (mounding)",13,1,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"379","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436754,"ISSP","Encrusting (mounding)",15,1,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"380","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436757,"ISSP","Encrusting (mounding)",10,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"381","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",1,15,1,2.5,NA,436758,"ISSP","Encrusting (mounding)",5,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"382","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436759,"ISSP","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"383","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436760,"ISSP","Encrusting (mounding)",16,0,90,"UNKN","UNKN",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"384","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436761,"ISSP","Encrusting (mounding)",33,40,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"385","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436769,"ISSP","Encrusting (mounding)",11,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"386","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436780,"ISSP","Plating",25,3,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"387","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436783,"ISSP","Plating",27,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"388","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436787,"ISSP","Plating",20,3,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"389","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436791,"ISSP","Plating",23,3,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"390","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436794,"ISSP","Encrusting (mounding)",15,1,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"391","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436805,"ISSP","Plating",26,10,0,"","",0,"","","","",0,"BLE","","",20,NA,NA,2,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"392","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","MAR",2,15,1,2.5,NA,436809,"ISSP","Encrusting (mounding)",28,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"393","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441263,"ICRA","Encrusting (mounding)",29,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"394","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441264,"ICRA","Encrusting (mounding)",12,5,20,"OTHR","OTHR",0,"","","","",0,"BLE","","",40,NA,NA,5,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"395","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441265,"ICRA","Encrusting (mounding)",21,40,0,"","",0,"","","","",0,"BLE","","",10,NA,NA,4,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"396","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441266,"ICRA","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"397","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441267,"ICRA","Encrusting (mounding)",17,30,70,"OTHR","OTHR",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"398","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441268,"ICRA","Encrusting (mounding)",16,15,0,"","",0,"","","","",0,"BLE","","",10,NA,NA,3,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"399","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441269,"ICRA","Encrusting (mounding)",14,0,0,"","",0,"","","","",0,"BLE","","",100,NA,NA,4,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"400","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441270,"ICRA","Encrusting (mounding)",13,10,0,"","",0,"","","","",0,"BLE","","",100,NA,NA,3,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"401","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441275,"ICRA","Encrusting (mounding)",12,20,0,"","",0,"","","","",0,"BLE","","",100,NA,NA,4,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"402","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441276,"ICRA","Encrusting (mounding)",22,10,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"403","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441277,"ICRA","Encrusting (mounding)",25,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"404","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441279,"ICRA","Encrusting (mounding)",9,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"405","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441280,"ICRA","Encrusting (mounding)",10,0,0,"","",0,"","","","",0,"BLE","","",10,NA,NA,5,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"406","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441283,"ICRA","Encrusting (mounding)",21,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"407","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441284,"ICRA","Encrusting (mounding)",28,20,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"408","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441286,"ICRA","Encrusting (mounding)",30,80,0,"","",0,"","","","",0,"BLE","","",20,NA,NA,5,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"409","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",1,0,1,2.5,NA,441288,"ICRA","Encrusting (mounding)",13,0,0,"","",0,"","","","",0,"BLE","","",30,NA,NA,3,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"410","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441289,"ICRA","Encrusting (mounding)",13,10,0,"","",0,"","","","",0,"BLE","","",95,NA,NA,5,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"411","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441290,"ICRA","Encrusting (mounding)",31,50,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"412","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441291,"ICRA","Encrusting (mounding)",9,5,0,"","",0,"","","","",0,"BLE","","",95,NA,NA,5,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"413","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441292,"ICRA","Encrusting (mounding)",32,20,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"414","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441298,"ICRA","Encrusting (mounding)",22,10,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"415","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441301,"ICRA","Encrusting (mounding)",16,5,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"416","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441306,"ICRA","Encrusting (mounding)",20,10,0,"","",0,"","","","",0,"BLE","","",100,NA,NA,2,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"417","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441307,"ICRA","Encrusting (mounding)",13,10,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"418","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441311,"ICRA","Encrusting (mounding)",28,15,0,"","",0,"","","","",0,"BLE","","",20,NA,NA,2,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
"419","HA1501","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2015","2015-03-27 00:00:00",0,8581,"TUT-02109","W_C",2,5,1,2.5,NA,441316,"ICRA","Encrusting (mounding)",11,10,0,"","",0,"","","","",0,"BLE","","",90,NA,NA,5,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.35887,-170.7832,"TUT_SW_OPEN","2015","BEN_SEC2015",5.181347,6.705273,"ISSP",10,5.94331
